timestamp,cpu_usage,memory_usage
2025-04-15 21:49:23,0.0,42.9453125
2025-04-15 21:49:30,0.0,43.8203125
2025-04-15 21:49:35,0.0,44.0703125
2025-04-15 21:49:41,0.0,44.5703125
2025-04-15 21:49:47,0.0,45.1953125
2025-04-15 21:49:52,0.0,45.6953125
2025-04-15 21:49:57,0.0,45.6953125
2025-04-15 21:50:03,0.0,45.6953125
2025-04-15 21:50:09,0.0,46.0703125
2025-04-15 21:50:14,0.0,46.0703125
2025-04-15 21:50:20,0.0,46.0703125
2025-04-15 21:50:26,0.0,46.0703125
2025-04-15 21:50:32,0.0,46.0703125
2025-04-15 21:50:38,0.0,46.1953125
2025-04-15 21:50:43,0.0,46.1953125
2025-04-15 21:50:49,0.0,46.1953125
2025-04-15 21:50:54,0.0,46.1953125
2025-04-15 21:51:00,0.0,46.1953125
2025-04-15 21:51:05,0.0,46.1953125
2025-04-15 21:51:11,0.0,46.1953125
2025-04-15 21:51:17,0.0,46.1953125
2025-04-15 21:51:22,0.0,46.1953125
2025-04-15 21:51:28,0.0,46.1953125
2025-04-15 21:51:34,0.0,46.1953125
2025-04-15 21:51:39,0.0,46.1953125
2025-04-15 21:51:45,0.0,46.1953125
2025-04-15 21:51:50,0.0,46.1953125
2025-04-15 21:51:56,0.0,46.1953125
2025-04-15 21:52:02,0.0,46.5703125
2025-04-15 21:52:07,0.0,47.0703125
2025-04-15 21:52:13,0.0,47.0703125
2025-04-15 21:52:20,99.99999999999787,47.0703125
2025-04-15 21:52:25,0.0,47.0703125
2025-04-15 21:52:31,0.0,47.0703125
2025-04-15 21:52:36,0.0,47.0703125
2025-04-15 21:52:42,0.0,47.0703125
2025-04-15 21:52:47,0.0,47.0703125
2025-04-15 21:52:53,0.0,47.0703125
2025-04-15 21:52:58,0.0,47.0703125
2025-04-15 21:53:04,0.0,47.0703125
2025-04-15 21:53:09,0.0,47.0703125
2025-04-15 21:53:14,0.0,47.0703125
2025-04-15 21:53:20,0.0,47.0703125
2025-04-15 21:53:27,0.0,47.0703125
2025-04-15 21:53:33,0.0,47.0703125
2025-04-15 21:53:39,0.0,47.3203125
2025-04-15 21:53:44,0.0,47.9453125
2025-04-15 21:53:50,0.0,48.0703125
2025-04-15 21:53:56,99.99999999999787,48.0703125
2025-04-15 21:54:02,0.0,48.0703125
2025-04-15 21:54:08,0.0,48.0703125
2025-04-15 21:54:13,0.0,48.0703125
2025-04-15 21:54:18,0.0,48.0703125
2025-04-15 21:54:24,0.0,48.1953125
2025-04-15 21:54:29,0.0,48.3203125
2025-04-15 21:54:34,0.0,48.9453125
2025-04-15 21:54:40,99.9999999999801,49.9453125
2025-04-15 21:54:46,0.0,49.9453125
2025-04-15 21:54:54,0.0,49.9453125
2025-04-15 21:55:01,0.0,49.9453125
2025-04-15 21:55:11,0.0,50.1953125
2025-04-15 21:55:20,0.0,50.1953125
2025-04-15 21:55:28,0.0,50.1953125
2025-04-15 21:55:36,0.0,50.1953125
2025-04-15 21:55:42,0.0,50.1953125
2025-04-15 21:57:00,0.0,50.1953125
2025-04-15 22:00:27,0.0,50.1953125
2025-04-15 22:05:57,0.0,50.1953125
2025-04-15 22:06:27,0.0,50.1953125
2025-04-15 22:14:27,0.0,50.1953125
2025-04-15 22:22:58,0.0,50.1953125
