timestamp,time_taken,docs_count,terms_count
2025-04-15 16:24:56.719343,7.42035174369812,1194,21277
2025-04-15 16:25:24.641559,6.3047096729278564,1194,21277
2025-04-15 16:25:53.400833,6.42167329788208,1194,21277
2025-04-15 16:26:22.526851,6.466632843017578,1194,21277
2025-04-15 16:26:51.816435,6.893343448638916,1194,21277
2025-04-15 16:27:22.166853,7.832081317901611,1194,21277
2025-04-15 16:27:51.720633,6.802072525024414,1194,21277
2025-04-15 16:28:20.459497,7.299777030944824,1194,21277
2025-04-15 16:28:49.135089,7.035896301269531,1194,21277
2025-04-15 16:29:17.724957,6.90854024887085,1194,21277
2025-04-15 16:29:46.340607,6.075098037719727,1194,21277
2025-04-15 16:30:15.945422,7.338691711425781,1194,21277
2025-04-15 16:30:45.159853,6.600292444229126,1194,21277
2025-04-15 16:31:15.665412,8.000727653503418,1194,21277
2025-04-15 16:31:45.871109,7.908061265945435,1194,21277
2025-04-15 16:32:15.589406,7.388041257858276,1194,21277
2025-04-15 16:32:45.855451,8.38257360458374,1194,21277
2025-04-15 16:33:15.939743,8.285549640655518,1194,21277
2025-04-15 16:33:44.779448,7.150014162063599,1194,21277
2025-04-15 16:34:14.348322,6.909692764282227,1194,21277
2025-04-15 16:34:43.574033,6.421724796295166,1194,21277
2025-04-15 16:35:12.677003,6.575780153274536,1194,21277
2025-04-15 16:35:41.261376,6.104694366455078,1194,21277
2025-04-15 16:36:10.493946,6.53264045715332,1194,21277
2025-04-15 16:36:39.221339,6.236349105834961,1194,21277
2025-04-15 16:37:09.181144,8.225090980529785,1194,21277
2025-04-15 16:37:37.020446,6.328819990158081,1194,21277
2025-04-15 16:38:06.191030,6.62479305267334,1194,21277
2025-04-15 16:38:36.819231,7.869464635848999,1194,21277
2025-04-15 16:39:07.149730,7.584763765335083,1194,21277
2025-04-15 16:39:36.681444,6.958954572677612,1194,21277
2025-04-15 16:40:05.773505,6.498023986816406,1194,21277
2025-04-15 16:40:35.825140,7.411491632461548,1194,21277
2025-04-15 16:41:05.975663,7.735821485519409,1194,21277
2025-04-15 16:41:35.825497,8.45851731300354,1194,21277
2025-04-15 16:42:05.387397,7.777139902114868,1194,21277
2025-04-15 16:42:34.420019,7.222726821899414,1194,21277
2025-04-15 16:43:03.974128,6.921051740646362,1194,21277
2025-04-15 16:43:33.535633,6.857116460800171,1194,21277
2025-04-15 16:44:02.492077,6.399082183837891,1194,21277
2025-04-15 16:44:31.276970,6.333893299102783,1194,21277
2025-04-15 16:45:00.312803,6.479503154754639,1194,21277
2025-04-15 16:45:29.414920,7.459766149520874,1194,21277
2025-04-15 16:45:58.538253,7.276689767837524,1194,21277
2025-04-15 16:46:26.591706,6.543748617172241,1194,21277
2025-04-15 16:46:55.537179,6.3649396896362305,1194,21277
2025-04-15 16:47:24.456280,6.339882135391235,1194,21277
2025-04-15 16:47:53.865597,6.654236793518066,1194,21277
2025-04-15 16:48:22.520865,6.252957582473755,1194,21277
2025-04-15 16:48:51.968273,6.7172136306762695,1194,21277
2025-04-15 16:49:21.290854,7.5351715087890625,1194,21277
