timestamp,cpu_usage,memory_usage
2025-04-15 21:49:23,0.0,43.07421875
2025-04-15 21:49:29,0.0,44.07421875
2025-04-15 21:49:34,0.0,44.57421875
2025-04-15 21:49:40,0.0,45.07421875
2025-04-15 21:49:46,0.0,45.32421875
2025-04-15 21:49:51,0.0,45.69921875
2025-04-15 21:49:57,0.0,45.69921875
2025-04-15 21:50:03,0.0,45.69921875
2025-04-15 21:50:08,0.0,45.69921875
2025-04-15 21:50:14,0.0,45.69921875
2025-04-15 21:50:20,0.0,45.82421875
2025-04-15 21:50:26,0.0,46.32421875
2025-04-15 21:50:32,0.0,46.44921875
2025-04-15 21:50:38,0.0,46.44921875
2025-04-15 21:50:43,0.0,46.44921875
2025-04-15 21:50:49,0.0,46.44921875
2025-04-15 21:50:54,0.0,46.44921875
2025-04-15 21:51:00,0.0,46.44921875
2025-04-15 21:51:05,0.0,46.44921875
2025-04-15 21:51:11,0.0,46.44921875
2025-04-15 21:51:17,0.0,46.44921875
2025-04-15 21:51:22,0.0,46.44921875
2025-04-15 21:51:28,0.0,46.44921875
2025-04-15 21:51:33,0.0,46.44921875
2025-04-15 21:51:39,0.0,46.44921875
2025-04-15 21:51:44,0.0,46.44921875
2025-04-15 21:51:50,0.0,46.44921875
2025-04-15 21:51:56,0.0,46.44921875
2025-04-15 21:52:01,0.0,46.44921875
2025-04-15 21:52:07,0.0,46.44921875
2025-04-15 21:52:13,0.0,46.57421875
2025-04-15 21:52:18,0.0,46.57421875
2025-04-15 21:52:24,0.0,46.57421875
2025-04-15 21:52:30,0.0,46.57421875
2025-04-15 21:52:35,0.0,46.57421875
2025-04-15 21:52:41,99.99999999999787,46.57421875
2025-04-15 21:52:46,0.0,46.57421875
2025-04-15 21:52:52,0.0,46.57421875
2025-04-15 21:52:57,0.0,46.57421875
2025-04-15 21:53:02,0.0,46.57421875
2025-04-15 21:53:08,0.0,46.57421875
2025-04-15 21:53:13,0.0,46.57421875
2025-04-15 21:53:19,0.0,46.57421875
2025-04-15 21:53:24,0.0,46.57421875
2025-04-15 21:53:30,0.0,46.57421875
2025-04-15 21:53:36,99.99999999999787,46.57421875
2025-04-15 21:53:41,0.0,46.57421875
2025-04-15 21:53:47,100.00000000000009,46.57421875
2025-04-15 21:53:52,0.0,46.57421875
2025-04-15 21:54:02,0.0,46.57421875
2025-04-15 21:54:08,0.0,46.57421875
2025-04-15 21:54:14,0.0,46.57421875
2025-04-15 21:54:19,0.0,47.44921875
2025-04-15 21:54:24,0.0,48.19921875
2025-04-15 21:54:29,0.0,48.57421875
2025-04-15 21:54:35,0.0,48.57421875
2025-04-15 21:54:41,0.0,51.19921875
2025-04-15 21:54:47,0.0,51.19921875
2025-04-15 21:54:52,0.0,51.19921875
2025-04-15 21:55:01,0.0,51.44921875
2025-04-15 21:55:08,0.0,51.44921875
2025-04-15 21:55:15,0.0,51.44921875
2025-04-15 21:55:24,0.0,51.44921875
2025-04-15 21:55:34,0.0,51.44921875
2025-04-15 21:55:47,0.0,51.44921875
2025-04-15 22:00:57,0.0,51.44921875
2025-04-15 22:07:27,0.0,51.44921875
2025-04-15 22:07:57,0.0,51.44921875
2025-04-15 22:08:27,0.0,51.44921875
2025-04-15 22:08:57,0.0,51.44921875
2025-04-15 22:09:27,0.0,51.44921875
2025-04-15 22:09:57,0.0,51.44921875
2025-04-15 22:17:28,0.0,51.57421875
2025-04-15 22:17:58,0.0,51.57421875
2025-04-15 22:18:28,0.0,51.57421875
2025-04-15 22:18:58,0.0,51.57421875
2025-04-15 22:19:28,0.0,51.57421875
2025-04-15 22:19:58,0.0,51.57421875
