timestamp,cpu_usage,memory_usage
2025-04-15 21:49:23,0.0,43.03515625
2025-04-15 21:49:29,0.0,43.91015625
2025-04-15 21:49:35,0.0,44.53515625
2025-04-15 21:49:40,0.0,44.91015625
2025-04-15 21:49:46,0.0,45.28515625
2025-04-15 21:49:52,0.0,45.78515625
2025-04-15 21:49:57,0.0,45.78515625
2025-04-15 21:50:03,0.0,45.78515625
2025-04-15 21:50:08,0.0,45.78515625
2025-04-15 21:50:14,0.0,45.91015625
2025-04-15 21:50:20,0.0,46.03515625
2025-04-15 21:50:25,0.0,46.03515625
2025-04-15 21:50:31,0.0,46.03515625
2025-04-15 21:50:37,0.0,46.03515625
2025-04-15 21:50:43,0.0,46.03515625
2025-04-15 21:50:48,0.0,46.03515625
2025-04-15 21:50:54,0.0,46.16015625
2025-04-15 21:50:59,0.0,46.16015625
2025-04-15 21:51:05,0.0,46.16015625
2025-04-15 21:51:11,0.0,46.16015625
2025-04-15 21:51:16,0.0,46.16015625
2025-04-15 21:51:22,0.0,46.16015625
2025-04-15 21:51:27,0.0,46.16015625
2025-04-15 21:51:33,0.0,46.16015625
2025-04-15 21:51:38,0.0,46.16015625
2025-04-15 21:51:44,0.0,46.16015625
2025-04-15 21:51:49,0.0,46.16015625
2025-04-15 21:51:54,0.0,46.16015625
2025-04-15 21:52:00,0.0,46.41015625
2025-04-15 21:52:06,0.0,47.03515625
2025-04-15 21:52:12,0.0,47.03515625
2025-04-15 21:52:17,0.0,47.03515625
2025-04-15 21:52:23,0.0,47.03515625
2025-04-15 21:52:29,99.99999999999787,47.03515625
2025-04-15 21:52:34,0.0,47.03515625
2025-04-15 21:52:40,0.0,47.03515625
2025-04-15 21:52:45,99.99999999999787,47.16015625
2025-04-15 21:52:51,0.0,47.16015625
2025-04-15 21:52:56,0.0,47.16015625
2025-04-15 21:53:01,0.0,47.16015625
2025-04-15 21:53:07,0.0,47.16015625
2025-04-15 21:53:12,0.0,47.16015625
2025-04-15 21:53:18,0.0,47.16015625
2025-04-15 21:53:23,0.0,47.16015625
2025-04-15 21:53:29,0.0,47.16015625
2025-04-15 21:53:35,0.0,47.16015625
2025-04-15 21:53:41,0.0,47.16015625
2025-04-15 21:53:47,0.0,47.66015625
2025-04-15 21:53:52,0.0,47.66015625
2025-04-15 21:54:02,0.0,47.66015625
2025-04-15 21:54:08,0.0,47.66015625
2025-04-15 21:54:15,0.0,47.66015625
2025-04-15 21:54:20,0.0,47.78515625
2025-04-15 21:54:26,0.0,48.03515625
2025-04-15 21:54:32,0.0,48.03515625
2025-04-15 21:54:38,0.0,49.03515625
2025-04-15 21:54:44,0.0,49.78515625
2025-04-15 21:54:52,0.0,49.78515625
2025-04-15 21:54:59,0.0,49.78515625
2025-04-15 21:55:06,0.0,49.78515625
2025-04-15 21:55:13,0.0,50.16015625
2025-04-15 21:55:21,0.0,50.41015625
2025-04-15 21:55:29,100.00000000001563,50.41015625
2025-04-15 21:55:36,0.0,50.41015625
2025-04-15 21:55:46,0.0,51.03515625
2025-04-15 21:55:56,0.0,51.16015625
2025-04-15 22:01:27,0.0,51.16015625
2025-04-15 22:06:57,0.0,51.16015625
2025-04-15 22:14:57,0.0,51.16015625
2025-04-15 22:15:27,0.0,51.16015625
2025-04-15 22:15:57,0.0,51.16015625
2025-04-15 22:16:28,0.0,51.16015625
2025-04-15 22:16:58,0.0,51.16015625
2025-04-15 22:25:58,0.0,51.16015625
2025-04-15 22:26:28,0.0,51.16015625
2025-04-15 22:26:58,0.0,51.16015625
2025-04-15 22:27:28,0.0,51.16015625
